filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,f0_mean,rms_mean,zcr_mean
./CREMA-D-master/AudioWAV/1001_IEO_DIS_LO.wav,-402.623,106.913124,19.912289,18.792429,11.055608,5.017659,4.765215,-4.2692766,-8.404424,-8.153691,-0.47023192,-10.569259,-6.0254474,-6.695563,-11.716401,-4.479738,-5.9223833,-6.401595,-7.2142634,-4.8094993,-5.873547,-4.50646,-2.6007254,-2.5428467,-3.3750558,-1.4370644,-1.542096,0.44476113,-0.8664676,-1.1508243,-0.7583952,-2.31053,-2.8948262,-3.0961912,-1.6726263,-1.5453153,-3.114066,-1.1118118,-1.502997,-2.8976946,0.0,0.006507727,0.0780397445436508
./CREMA-D-master/AudioWAV/1001_IEO_DIS_MD.wav,-359.12918,103.51354,16.054075,15.792935,7.0348787,3.865424,-2.5784388,-10.458013,-5.15721,-9.219245,2.8337533,-11.023622,-3.25227,-6.7090054,-13.171642,-1.3748174,-7.178658,-4.9967127,-7.458998,-4.841512,-4.593209,-4.137415,-2.4389875,-3.5386121,-4.0263343,-1.0802696,-2.9993768,0.017862707,-2.6558025,0.9392823,-2.2622914,-4.5147104,-4.96059,-4.5322094,-3.3203788,-2.5153959,-3.3791487,-0.809241,-1.5106299,-1.3384904,0.0,0.013138658,0.0937255859375
./CREMA-D-master/AudioWAV/1001_IEO_FEA_HI.wav,-282.05005,93.42165,1.922417,12.549128,-1.2334514,-1.3849385,-6.2866783,-9.17527,-8.277507,-14.062583,3.5188055,-9.431788,-2.4112096,-5.0139546,-17.52185,-2.7220953,-4.61212,-5.9080267,-8.249401,-4.1983404,-8.218171,-5.1544437,-4.1194363,-5.3746343,-6.3149757,-6.319451,-1.3762622,2.2533529,1.0624652,2.2511778,1.2983514,-1.7792255,-3.7036593,-3.143762,0.62270075,-1.0283108,-3.9875858,-1.3347429,-0.4934564,-2.4768147,298.80093914583045,0.05800066,0.09765625
./CREMA-D-master/AudioWAV/1001_IEO_FEA_LO.wav,-342.23886,100.36797,18.701796,17.385332,3.6311378,3.8040402,-2.5764055,-10.176669,-8.347964,-11.221913,6.396547,-7.575192,-4.1471267,-4.150472,-14.138667,-5.6773896,-8.018153,-6.192951,-9.487262,-4.071799,-7.7921753,-3.7029998,-3.9147046,-3.3637645,-3.3184497,-3.5004072,-1.9633008,-0.37482727,-2.649153,-1.2902875,-2.1097047,-3.288974,-5.6902156,-4.4572196,-1.3775293,-2.2065184,-2.6840353,-1.6651284,-1.0096937,-4.022189,0.0,0.018541403,0.0987548828125
./CREMA-D-master/AudioWAV/1001_IEO_FEA_MD.wav,-319.06622,98.451,11.072928,16.455578,-0.022969825,-0.19724883,-2.4655933,-8.625198,-7.4831033,-12.563644,3.474398,-9.617585,-6.099115,-4.0711513,-16.313736,-4.187141,-7.015163,-6.6035805,-8.144435,-4.2753663,-6.102007,-4.1377273,-1.813747,-2.5057178,-3.5376377,-1.6396927,-2.4172199,-0.8880954,-2.7124045,-1.1121144,-1.1406115,-4.9202566,-5.732634,-3.3051665,-1.7219603,-2.5006595,-4.1972265,-2.1042747,-1.4097061,-2.692229,0.0,0.02942822,0.10362094056372549
./CREMA-D-master/AudioWAV/1001_IEO_HAP_HI.wav,-236.65141,82.38599,-10.377084,5.5696535,-6.288114,-4.608174,-9.109256,-12.822047,-8.758862,-12.880166,4.710361,-10.659064,-7.208701,-1.905123,-15.174126,-1.122903,-6.9336767,-2.5474887,-7.638561,-5.1264844,-9.81013,-7.4870057,-2.2068965,-2.3668895,-2.4311428,-1.3130169,2.1852345,5.465545,-0.18366693,-3.8491194,-4.3099074,-3.5882072,-0.49190995,1.8971351,1.5527235,1.769186,-3.5557501,-0.49922088,-0.35360622,-2.610678,251.4753230007503,0.067255676,0.13175746372767858
./CREMA-D-master/AudioWAV/1001_IEO_HAP_LO.wav,-348.8115,102.54649,14.106908,22.103922,3.3461146,6.19701,-4.9459715,-10.076104,-6.466467,-11.836278,5.065985,-11.534021,-4.2940493,-3.3468142,-14.863107,-2.6607072,-7.132272,-5.32275,-7.572637,-4.7454596,-4.0028763,-5.3866262,-2.148523,-2.9131505,-4.077117,-1.5588106,-2.4559891,-0.09926189,-1.0944504,-0.970758,-1.2093536,-1.9751608,-4.274474,-4.5118876,-1.9556372,-2.0630705,-3.3493161,-2.7597005,-1.354906,-2.8243458,0.0,0.017724087,0.09016927083333333
./CREMA-D-master/AudioWAV/1001_IEO_HAP_MD.wav,-334.71375,99.00494,11.194512,18.256765,3.4368079,2.0946302,-5.7033114,-11.281712,-7.7738934,-10.699697,3.9705238,-9.426506,-5.3909883,-6.3692923,-14.873801,-0.5596145,-6.3281446,-5.6062326,-8.592532,-5.7415266,-6.3103437,-5.549055,-3.77989,-3.0228581,-1.9026561,-2.7968502,-2.2254362,-0.5207893,-2.5636182,-2.2154574,-1.0245855,-3.2109275,-4.0685906,-4.5396314,-1.0875108,-1.8621931,-2.3003197,-1.4799986,-1.2546197,-3.3248906,186.16955295960707,0.026335077,0.09384212853773585
./CREMA-D-master/AudioWAV/1001_IEO_NEU_XX.wav,-359.30594,100.23791,19.421566,21.467922,8.302714,3.223154,-1.9934798,-9.003595,-6.835287,-8.121011,3.1189234,-12.005446,-1.6075193,-5.196609,-14.914655,-2.8511612,-5.9966526,-4.3558235,-5.795201,-5.2474403,-5.0146804,-7.2077937,-0.52316135,-1.7522547,-4.927388,-0.079713486,-3.3680418,1.7405518,0.22028284,-2.2038682,-0.65879446,-2.444723,-4.6337233,-5.3306594,-2.5838115,-1.7505994,-2.7906945,-1.2759275,-0.89464897,-2.4467094,0.0,0.012202679,0.09468826593137254
./CREMA-D-master/AudioWAV/1001_IEO_SAD_HI.wav,-373.71213,109.28758,19.553308,20.777962,12.320393,-2.2856553,-5.0244226,-7.9776464,-6.4676642,-8.772101,1.0034086,-8.658758,-6.8289175,-5.0583286,-10.537186,-3.082406,-6.719124,-7.1450963,-6.818942,-7.0052876,-5.9088655,-5.2320967,-3.266635,-1.172807,-5.2342124,-0.7744725,-0.7478931,-2.0865805,-2.1071408,1.0786622,-0.75266635,-3.836202,-4.719832,-2.955454,-2.0887198,-3.346906,-2.7475572,-1.1150876,-2.0125482,-2.4670699,0.0,0.012363598,0.08396887400793651
./CREMA-D-master/AudioWAV/1001_IEO_SAD_LO.wav,-378.1008,110.461624,23.81586,18.992573,9.773391,2.2459502,-5.245445,-7.0855455,-7.4474893,-10.385158,1.9413579,-8.054311,-4.292849,-6.800573,-9.079237,1.630849,-5.8836594,-7.3768153,-8.013742,-4.090291,-7.5626993,-4.57962,-0.336462,-2.1675212,-4.1159005,-0.8814102,-0.42886475,-0.12501214,-3.4093807,-0.05815356,1.0667802,-2.2474165,-1.4524373,-1.6154476,-2.9085937,-2.8315387,-3.4713464,-3.0096433,-1.3366035,-2.8934004,0.0,0.009575381,0.0776611328125
./CREMA-D-master/AudioWAV/1001_IEO_SAD_MD.wav,-365.13474,112.83181,17.274847,20.055117,9.2249365,-3.3070295,-6.011869,-9.456339,-6.410625,-11.04857,2.8213427,-5.047011,-5.5946145,-8.233149,-9.913197,0.44245064,-10.197931,-7.3737907,-4.806587,-5.2619414,-6.90572,-2.2048845,1.3733351,-1.5111661,-5.1673584,0.02375493,1.4317429,-0.98366225,-2.7072556,0.9394044,1.0518043,-3.0214896,-3.2649126,-1.3345906,-1.8767701,-3.7538407,-4.704807,-2.9168835,-2.714763,-4.0297956,0.0,0.010183194,0.0837979403409091
./CREMA-D-master/AudioWAV/1001_IOM_ANG_XX.wav,-330.0622,99.34409,6.539262,34.687218,7.7527094,-4.5078535,-4.416453,-10.334471,-5.7837877,-13.824582,-0.42846474,-10.580196,-7.8492193,-1.8037183,-12.726501,-4.4160256,-4.7943277,-6.8369517,-7.0474668,-6.0656595,-3.326301,-8.985551,-2.0262113,-0.67526865,-5.3121176,-0.83467966,-1.731975,-0.93082124,-1.4256732,-4.3143253,0.36625454,-4.974157,-7.9857635,-3.325993,-0.04964325,-2.5193188,-3.0137072,-0.09993195,-1.5328547,-2.9146135,160.2977142858916,0.026759183,0.0809453708022388
./CREMA-D-master/AudioWAV/1001_IOM_DIS_XX.wav,-375.4412,105.68006,16.52645,31.41728,13.154474,-6.7531524,0.34420222,-5.600592,-11.284394,-10.907325,0.2878124,-10.996979,-5.7988143,-2.6713507,-9.463634,-3.658036,-5.087611,-4.633437,-8.746283,-5.651317,-5.4851894,-5.075863,-2.058815,-2.1549518,-3.8037002,-1.0321229,-2.0960212,-0.31890076,-1.2730228,-1.2823637,-1.032804,-3.4280248,-2.682321,-4.154806,-0.89058816,-0.87168723,-2.0615978,-0.23644283,-1.0739869,-1.9849955,0.0,0.010607494,0.07497524207746478
./CREMA-D-master/AudioWAV/1001_IOM_FEA_XX.wav,-287.60413,96.18132,3.446207,37.56961,6.045675,-8.070045,-5.9690666,-10.294985,-7.760944,-16.250912,0.99359894,-8.768344,-9.9822235,-0.7335383,-11.001762,-5.6172915,-6.056705,-3.811614,-5.7902126,-7.2857804,-1.3688477,-8.364088,-1.8928602,-0.73094237,-6.3325677,-1.1244304,-3.3667753,-1.5078777,-1.5419245,-4.08836,-0.76608294,-5.2540364,-5.323466,-2.861711,-1.9542111,-1.6343259,-5.026136,-1.9181181,-0.3645987,-2.6337955,207.0177939093622,0.042014442,0.08573450667134831
./CREMA-D-master/AudioWAV/1001_IOM_HAP_XX.wav,-320.92862,99.34251,13.585085,30.108082,2.2452428,-6.4938197,-0.57423824,-11.182261,-10.092663,-13.674298,-1.0076166,-11.865167,-9.350988,-1.1358399,-12.50849,-5.2417254,-3.0873551,-5.1564317,-6.1496215,-4.516513,-1.5105057,-4.423499,-3.3203285,-1.7954005,-4.7392077,-3.141022,-5.3342323,-2.9738843,-2.6974328,-5.2421017,-1.3834226,-4.9137225,-7.0639453,-3.0876276,0.5432123,3.3835974,1.7849969,2.197447,2.1001227,-0.6316327,232.62335908219868,0.036947865,0.06918867807539683
./CREMA-D-master/AudioWAV/1001_IOM_NEU_XX.wav,-355.18942,105.06928,15.682559,32.020473,4.262207,-1.177291,-0.21786487,-9.334905,-6.914676,-15.69243,0.35435933,-8.103946,-9.010103,-1.1748964,-10.982223,-5.159283,-3.0901916,-7.5389137,-4.941538,-4.214859,-5.4352655,-5.001624,-3.2987785,-2.855462,-3.5097852,-0.7209729,-1.2384382,-1.0202999,1.1692051,-3.1563642,-0.7781099,-1.0553412,-4.899465,-5.061939,-2.1907518,-2.2987332,-1.6808935,-1.3908083,-0.5173875,-1.3668293,161.72250240913826,0.020854842,0.06740785256410256
./CREMA-D-master/AudioWAV/1001_IOM_SAD_XX.wav,-352.78738,109.33949,12.228818,29.71923,7.9661093,-6.5035915,1.2316637,-6.075721,-13.609247,-10.701472,1.8714936,-8.4868555,-6.716945,-4.2890306,-9.818273,-2.9392688,-6.7194543,-3.6851263,-8.076644,-6.3769703,-3.6992898,-5.2987165,-2.7306216,-1.4085886,-3.3370614,-1.830869,-1.761136,-1.7432773,-3.0574105,-1.6133217,0.7271719,-4.1251063,-4.6778774,-4.5929017,-2.7390392,-1.4746554,-2.2071142,-0.31957093,-1.8329573,-1.6596516,0.0,0.015622605,0.07724449282786885
./CREMA-D-master/AudioWAV/1001_ITH_ANG_XX.wav,-299.38168,100.5864,-1.0289388,21.073305,10.283517,-5.675364,-9.639864,-8.178218,-4.3912945,-11.046256,2.5519955,-10.777923,-10.202146,0.79878783,-11.18308,-7.6098576,-3.9571762,-5.6988034,-8.65497,-6.266034,-5.485603,-7.2171183,-3.82516,-0.9537394,-4.753364,-3.4442883,-1.37056,-2.2187645,-3.0501266,-2.0887582,-2.2103362,-3.2174966,-3.6605673,-3.5294592,0.75748223,-1.953267,-4.127039,-1.0367713,-0.84290123,-0.9131478,0.0,0.029151227,0.09573567708333333
./CREMA-D-master/AudioWAV/1001_ITH_DIS_XX.wav,-321.96735,93.63581,-0.28045183,25.003525,8.978343,-1.732263,-2.6667233,-5.5391774,-5.326684,-8.061407,2.2704344,-12.294485,-4.3523316,-2.111596,-14.640551,-3.6849613,-4.5039973,-5.78756,-7.075168,-6.839077,-7.34294,-6.60583,-1.2896212,-0.4249308,-4.8704886,-0.85412925,-3.2485971,-1.1360145,-0.95440257,-1.9860148,-2.9075336,-4.1708426,-4.8586893,-4.6969934,-2.085383,-2.5390089,-0.8724713,-1.4628414,-1.1106743,-0.30984142,0.0,0.012051537,0.11060288373161764
./CREMA-D-master/AudioWAV/1001_ITH_FEA_XX.wav,-271.5431,100.366035,-3.8075147,15.637118,7.4835587,-7.072514,-11.23288,-8.9340315,-4.926763,-10.575489,1.6039901,-12.484957,-11.140765,-1.4982808,-13.4092045,-7.551387,-3.888288,-6.87565,-9.585583,-7.0157995,-6.5639267,-8.77631,-2.7379727,-1.4728985,-7.1034026,-3.0010026,-2.6344852,-1.1386477,-0.83977395,-0.2303264,1.3774523,-0.36290342,-2.6534822,-3.837302,-1.3252809,-1.6442814,-2.5376008,0.14546017,0.93336594,0.0062102764,234.34702748435083,0.051065844,0.08829752604166667
./CREMA-D-master/AudioWAV/1001_ITH_HAP_XX.wav,-296.43848,103.56429,-0.4448504,17.190922,10.389381,-5.7744217,-12.614072,-8.299214,-5.6413035,-10.091156,1.547972,-10.39332,-9.579854,-1.8042539,-11.639459,-5.7008085,-6.496226,-6.2670593,-7.9215665,-7.393828,-3.7524464,-5.782786,-2.733253,-2.0761278,-5.0114946,-1.4261543,-1.5904645,-1.4990369,-1.5439144,0.023086214,1.0871065,-1.9239843,-2.3793504,-3.672001,-0.5115285,-2.2737186,-4.2044373,-0.84057957,-1.3922236,-0.044345535,0.0,0.037563667,0.08447891626602565
./CREMA-D-master/AudioWAV/1001_ITH_NEU_XX.wav,-333.64307,107.924576,5.5243845,23.810026,9.562522,-1.8024906,-8.832832,-5.296074,-7.089488,-10.775365,4.191173,-12.776385,-8.219594,0.6230868,-12.602752,-5.9506855,-3.8150537,-5.2122407,-5.928851,-4.665511,-4.519088,-6.3978753,-1.874988,-1.0812289,-5.402889,-1.9146587,0.56283706,-1.6007273,-1.2686839,-0.5700675,-1.6531551,-3.6086278,-2.4259708,-5.9389977,-1.1389179,-1.509917,-3.7766035,-1.737148,-1.8223197,-0.27392727,0.0,0.017469782,0.08253739519817073
./CREMA-D-master/AudioWAV/1001_ITH_SAD_XX.wav,-365.2624,102.96522,12.17618,26.511065,16.677097,-1.5064456,-3.7099588,-6.429668,-7.5339146,-6.9621596,0.2789179,-13.39995,-4.4846706,-1.1199319,-10.910195,-5.3154073,-6.3693867,-4.4276743,-7.897562,-6.5549617,-6.0228906,-6.7045827,-2.8625183,0.22230318,-2.811206,-1.1082445,-0.5595491,0.32373032,-1.8014624,-1.4335357,-0.456262,-3.655726,-4.6407485,-2.5635986,0.34842283,-2.593622,-3.3192387,-0.8406294,-1.867269,-2.7239027,0.0,0.009562887,0.08715494791666667
./CREMA-D-master/AudioWAV/1001_ITS_ANG_XX.wav,-287.4246,85.8268,18.672153,25.122934,6.7834663,-9.064778,-10.336491,-10.816506,-4.9751353,-13.279205,1.9607235,-12.658176,-6.2963386,-0.6679185,-11.798263,-5.7656918,-4.485983,-3.6398444,-4.7140923,-5.3942914,-5.8686824,-4.082646,-2.6278133,-2.978648,-3.8293912,-2.051262,-3.4822068,-0.7165459,-2.464119,-3.1130402,-2.1996481,-3.2379093,-2.035079,-3.0589428,-0.5415007,-0.36542308,-2.0226324,-1.4699606,-1.0514314,-0.45003292,0.0,0.03777037,0.14118561921296297
./CREMA-D-master/AudioWAV/1001_ITS_DIS_XX.wav,-318.5355,86.175644,19.211576,23.571918,11.573094,-6.5104923,-8.459116,-7.4556637,-4.789794,-10.820996,0.9592638,-12.058934,-4.1140447,-4.903002,-11.814302,-5.425417,-4.9167857,-4.2719474,-7.6231174,-4.8503776,-6.2662463,-6.1474843,-2.7656174,-1.0826848,-3.5239704,-0.54997265,-1.908544,-0.26767683,-1.8854231,-1.8588412,-1.8493805,-3.5816689,-4.567044,-3.638573,-2.3226306,-1.2328781,-2.5109725,-0.28180203,0.865869,-0.5010476,0.0,0.019087194,0.13984658061594202
./CREMA-D-master/AudioWAV/1001_ITS_FEA_XX.wav,-275.3665,85.95811,12.036094,16.725714,8.080685,-10.09903,-9.029692,-5.9806247,-7.9940796,-15.210057,-0.08349979,-10.443166,-7.293345,-3.1559072,-11.562744,-6.8431134,-5.7253456,-6.759608,-11.156038,-7.1224995,-7.397137,-9.606273,-1.8060242,-2.214138,-2.4649203,0.114570595,-0.5283782,1.0102799,-0.09355886,0.3896587,0.51604265,0.8218037,-3.818611,-3.647757,0.5269981,-1.0344878,-2.136067,0.015773276,-0.92212385,2.005671,0.0,0.05125683,0.12610774253731344
./CREMA-D-master/AudioWAV/1001_ITS_HAP_XX.wav,-274.50015,88.02319,8.496509,20.583086,7.770724,-9.5706215,-8.874993,-9.633631,-6.635002,-14.094616,1.1187603,-8.589425,-4.868967,-4.6648283,-14.335055,-6.184042,-5.5704193,-8.143448,-7.9825945,-5.371268,-6.452365,-7.74456,-2.9908986,-1.4365569,-2.3824842,0.60025865,-0.57124966,0.60935384,-0.6837136,-2.8751757,-1.6372573,-1.7927918,-4.118904,-4.4351606,-0.32343045,-0.030249143,-1.9524992,0.07601233,-0.8083347,-1.2111276,0.0,0.04364538,0.12769616168478262
./CREMA-D-master/AudioWAV/1001_ITS_NEU_XX.wav,-334.18616,90.106804,18.43197,29.655499,12.83733,-2.585036,-11.128723,-7.6284704,-6.256368,-14.162641,1.1818645,-13.829612,-7.954169,-0.43251628,-12.261271,-4.7937984,-2.9331343,-5.8647814,-5.905752,-5.56008,-5.074747,-4.463305,-1.7886894,-0.9534734,-3.4040897,-0.6271382,0.18377693,-0.105477534,-0.6180799,-1.2580286,-1.6013631,-4.0017,-3.230291,-3.546456,-0.39660028,-1.7457389,-2.303327,-0.35737988,-1.2298775,-1.5288738,0.0,0.018965408,0.11762505073051949
./CREMA-D-master/AudioWAV/1001_ITS_SAD_XX.wav,-370.89703,96.396866,20.58396,27.109392,16.737368,-0.20423685,-7.793385,-4.1934385,-5.056154,-11.869885,1.3431689,-10.752495,-7.3755283,-5.656252,-10.189247,-4.6386757,-4.411041,-4.567311,-7.888859,-4.9553223,-4.1195354,-6.5242624,-1.0085157,-2.300016,-4.6740837,-1.1910887,-1.7170786,-0.5872334,-0.6815578,-1.5746204,-0.58013105,-3.8434067,-3.5679967,-1.9943126,-3.0521967,-2.999166,-2.6953435,-0.6948602,-0.5685347,-2.223225,0.0,0.010317848,0.11063639322916667
./CREMA-D-master/AudioWAV/1001_IWL_ANG_XX.wav,-262.65576,100.12935,-1.8779448,12.353275,-9.753815,-3.0155964,-4.0526013,-12.354279,-6.7155147,-15.221955,5.902221,-11.455908,-8.403958,-1.9792029,-13.660589,-4.5736284,-7.524032,-7.4454613,-2.4728906,-6.347644,-3.9471128,-3.964923,-4.3805866,-0.89886564,-4.2345324,-2.7066782,-0.54546595,-2.0665307,-0.2400989,-2.3618636,-1.5290916,-3.4627118,-6.913345,-6.412474,-3.2712312,-4.622857,-3.7135792,-0.69995916,0.17116317,0.80767626,198.56575288101376,0.05581278,0.0913330078125
./CREMA-D-master/AudioWAV/1001_IWL_DIS_XX.wav,-345.9842,111.651344,11.386148,18.884243,2.1014698,1.4685397,2.6140583,-6.692049,-7.3444276,-9.4807205,4.0257235,-8.750053,-5.3736897,-4.8933616,-12.042515,-4.5395923,-6.755627,-6.710206,-6.313257,-3.3821094,-5.294078,-4.4431114,-3.1411774,-1.3539202,-3.7867548,-2.0161417,-0.6680382,0.11338082,-1.2516527,-1.8354983,-1.8507904,-3.0378366,-3.484291,-4.7032137,-1.3708373,-1.9844457,-2.868701,-0.40327156,-1.9226587,-1.2753903,59.18646414186626,0.016870545,0.06926962770061729
./CREMA-D-master/AudioWAV/1001_IWL_FEA_XX.wav,-304.55743,100.514786,6.284647,12.847016,1.7805622,-1.878813,-2.911028,-8.183469,-7.5256877,-14.078701,2.6054437,-8.517705,-5.94651,-3.9313383,-14.22861,-7.140899,-4.6105866,-3.8563676,-6.541949,-4.759087,-6.1848016,-6.13071,-4.6209044,-1.6800513,-6.462767,-4.077845,-1.2417552,0.53212774,0.44987798,1.1937982,2.2601345,0.235888,-0.7571128,-1.2374083,-0.6324246,-2.4549458,-1.8907051,1.1127442,1.6064848,-0.704209,281.29264815137,0.044774435,0.08266927083333334
