filename,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,f0_mean,pitch_variation,rms_mean,energy_stability,pause_frequency,pause_duration,speaking_rate,mfcc_variance,articulation_rate,label
./speech_audio/Unclear/WomenWhoStutter_0_143.wav,-459.55835,-12.242837,-24.590935,14.16952,-27.814295,-8.992709,-11.235693,-11.079924,-2.7511184,-8.744416,-6.64974,-6.674094,-5.626073,-2.9196157,-5.589488,-5.0131564,-8.560598,-11.08747,-7.340806,0.3624485,2.1405604,17.644375,9.295709,11.669279,-0.8502142,1.8533019,2.201719,4.3291087,-2.8662848,-1.3868012,-4.2839646,0.5172772,-3.6376843,-3.095237,-5.316183,-1.2436055,-4.6201005,-3.1774516,-4.0411177,3.3952765,209.04898369850395,35.493012728975174,0.032223634,0.028798463,33,1.056,61,6723.42,0.032223634,Unclear
./speech_audio/Unclear/FluencyBank_178_59.wav,-586.4476,72.41088,15.941214,24.114553,13.529469,1.5938874,-4.211295,-10.330784,-3.0368705,-10.7145,-12.451372,-4.2053666,-11.367615,-10.138536,-8.577094,-6.4515886,-13.71986,-9.453971,-7.013177,-2.4193838,-4.858342,-4.114593,-5.599642,-3.01199,-3.9201274,-2.632835,-4.14901,-6.0275607,-4.6645355,-5.735463,-6.187411,-6.721305,-3.7872205,-2.9070504,-2.3785193,-2.5457466,-0.29967552,0.23697898,-1.6027671,-1.7427894,155.84330202526436,35.42038644457687,0.0068720775,0.0077274484,66,2.112,28,9634.51,0.0068720775,Unclear
./speech_audio/Unclear/FluencyBank_178_71.wav,-617.34436,84.74662,3.1253526,34.686653,13.179558,8.83369,5.817239,-0.33195993,-12.940534,-11.570542,-12.575615,-7.9777026,-11.048215,-6.8497477,-11.146919,-9.076292,-11.5746355,-11.743491,-4.2270703,-5.2779307,-3.792494,-2.5459733,-5.091844,-3.902307,-7.1269293,-2.0027814,-6.3069024,-4.1934905,-6.898274,-4.7050524,-4.707265,-4.8093204,-3.4072642,-6.087835,-0.49978077,-2.1865704,-1.8263345,-0.2629824,-0.6425857,-2.2247984,145.33599334204158,35.55643204349017,0.0031277623,0.0040761693,84,2.688,10,10293.15,0.0031277623,Unclear
./speech_audio/Unclear/FluencyBank_173_8.wav,-459.59912,87.27053,12.622104,2.7460256,-2.6232378,-17.770805,-18.427635,-18.58089,-12.847305,-11.139677,-3.542499,-10.153916,-11.508774,-9.791258,-10.761449,-6.6888156,-8.036062,-3.6109297,-7.3014364,-4.338684,-6.5317707,-3.7801065,-6.352091,-4.390865,-5.9337754,-7.7876735,-7.5336256,-1.6118352,-5.6170588,-2.322477,-8.8153305,-4.7883224,-5.893244,-4.151314,-1.2529067,2.258884,0.9389757,1.4614362,0.53256226,1.2329545,230.6977188439457,11.85183801083333,0.02623211,0.02983467,38,1.216,56,6527.3267,0.02623211,Unclear
./speech_audio/Unclear/FluencyBank_178_65.wav,-638.3756,83.7786,25.817461,40.753902,6.6601443,1.5622265,-2.367514,-2.8662179,0.4816739,-12.2323675,-11.214188,-12.613667,-14.418818,-5.442416,-11.408957,-6.6809535,-13.802542,-10.891975,-3.8917184,-6.0389338,-3.6887102,-0.76160026,-5.561173,-3.2006578,-3.2078955,-4.318484,-6.044952,-4.0141234,-5.2851815,-7.1403303,-5.216858,-4.1761465,-4.2239723,-2.4142432,-1.563263,-1.740337,-1.4894993,-0.47512406,-1.6584642,-1.9524934,120.24577591319002,2.9902990755202876,0.0027514137,0.0034940676,90,2.88,4,11107.957,0.0027514137,Unclear
./speech_audio/Unclear/WomenWhoStutter_0_5.wav,-457.6442,32.80966,-15.853039,1.9041702,-14.561293,-15.025957,-7.348846,-12.361844,-7.5784874,0.8448488,-12.2269335,-6.604821,-0.99156433,-2.869636,-0.17422332,1.2271254,-4.7896366,-3.0390918,-0.00078380364,0.5179546,-1.25313,-0.7443055,-0.836142,-1.7845124,-1.3151623,2.626954,3.7377362,4.2396097,4.5339003,1.6464779,-1.8304234,0.89280206,0.80761015,-0.79213244,-1.0917457,-1.4626415,-1.1418376,0.186175,-0.9541727,-1.1249404,157.5544936267954,3.2008438292131403,0.0349197,0.06760889,60,1.92,34,5973.88,0.0349197,Unclear
./speech_audio/Unclear/WomenWhoStutter_0_180.wav,-577.3163,31.163828,0.95390743,3.7833595,-12.018446,-21.146605,-9.783306,-7.3223147,-14.209807,-2.2380443,-6.066325,-5.077209,-10.228478,-3.6068366,-2.3509524,-6.0719333,-5.418964,1.6095349,-0.32668573,3.6155953,2.8289924,-1.4849936,-2.7690818,-0.6245363,-2.783572,3.7193036,1.034426,4.827972,4.6351285,1.2903311,-0.062598914,-0.6981944,0.18722527,1.3941522,-2.3760998,0.27370104,-0.38520873,1.6102856,-1.0080789,0.7497629,198.95992771788448,53.429833624013796,0.010699999,0.017063387,66,2.112,28,8901.886,0.010699999,Unclear
./speech_audio/Unclear/HeStutters_21_161.wav,-448.5327,66.678314,-23.271873,29.220896,7.401372,-23.72581,-13.428346,-16.396002,-10.051909,-0.48567525,-13.854983,-7.33046,-2.1503801,-3.544585,-3.0714607,-2.9205341,-3.146472,-3.3565745,-3.7329903,-1.7358029,-2.9562097,-4.013322,-3.2309294,-2.020735,-2.017534,-0.22735398,0.8222881,0.87133324,2.1774375,2.09928,-0.21378063,0.70517707,-0.6812122,-0.89629656,-0.23453802,-1.3249116,-1.4951359,-0.40202492,-1.515121,-1.4530729,290.02565408153805,2.8399433748531617,0.051842913,0.06850893,37,1.184,57,6320.9043,0.051842913,Unclear
./speech_audio/Unclear/HeStutters_21_175.wav,-482.67236,64.13154,-25.858202,14.995613,12.88614,-18.431858,-19.068052,-16.766672,-6.8033667,-7.5571303,-14.4430065,-5.037634,-1.9416311,-3.7803893,-2.0911942,-2.529676,0.9103417,1.0957085,-2.6466422,-1.4923563,-1.636286,-2.7274888,-1.8794825,-2.180124,-1.7066247,-0.86436874,-1.1792151,-0.413882,0.5377585,-0.79538685,-1.2853401,0.016843962,-0.58105016,-0.7670443,-0.77049744,-2.197852,-1.6876068,-1.9968374,-2.5137682,-0.78241485,208.98950881182236,39.670689643203836,0.020388313,0.031546053,52,1.6640000000000001,42,6571.7593,0.020388313,Unclear
./speech_audio/Unclear/FluencyBank_173_78.wav,-491.8779,75.31451,17.303541,13.337621,0.2235454,-18.69176,-11.826768,-10.789289,-23.173483,-13.527659,-6.7012367,-13.225678,-12.424208,-9.090489,-11.270432,-5.723859,-7.9712954,-4.879006,-6.378276,-3.202844,-7.898,-4.1204443,-5.2727714,-6.634756,-4.953859,-6.340128,-2.5316718,-2.741121,-2.0110686,-1.9553698,-6.279552,-4.1208677,-5.091804,-4.8145022,-2.9146252,-2.0040843,-1.4862679,-1.6759126,-1.3053452,-0.39519972,192.33682418033823,43.44893566060874,0.015573586,0.013697704,38,1.216,56,7095.4414,0.015573586,Unclear
./speech_audio/Unclear/FluencyBank_173_50.wav,-521.8905,85.73115,6.632034,5.064166,10.870895,-0.48360938,-16.082205,-15.649884,-0.26865545,-14.113074,-0.66121733,-5.6412406,-7.8392477,-5.8176713,-8.846559,-4.6077967,-8.261061,-5.438659,-8.724957,-6.8579087,-5.1332884,-7.115838,-4.4340715,-3.885492,-6.1821866,-6.2363963,-7.455378,-3.0883873,-4.090787,-0.90714014,-4.411302,-2.6932971,-3.736017,-3.0405576,-1.1892849,0.4571751,-1.0505157,0.32647988,-3.1139026,-2.0236728,257.13623173768036,17.089537700139612,0.01805628,0.0234215,53,1.696,41,7935.397,0.01805628,Unclear
./speech_audio/Unclear/FluencyBank_173_44.wav,-498.68478,82.49042,10.501655,29.49785,-12.515079,-9.678575,-9.697773,-14.694445,-8.2606535,-9.085177,-9.431423,-12.775738,-9.786655,-8.968112,-8.777565,-7.424916,-7.8906646,-6.844276,-6.0366073,-6.4123535,-3.4740744,1.9600775,0.59586656,0.32832754,0.4396151,-2.5617125,-3.829175,-2.7676425,-5.803386,-1.7075535,-4.1626863,-2.9128203,-4.599539,-7.6848288,-3.136809,-0.9697369,-2.720829,-3.8480017,-2.4503815,0.35069185,200.60609500555412,27.871194579212226,0.018472435,0.01839617,45,1.44,49,7185.5176,0.018472435,Unclear
./speech_audio/Unclear/HeStutters_22_101.wav,-454.0965,36.093292,-19.2582,43.51439,-19.362268,-16.947792,3.789698,-16.102558,-2.7508466,-14.927913,-15.144438,1.0095537,-10.443148,-1.7916237,-2.1761754,-6.5018144,-3.130642,-5.8132715,-2.0118833,-2.7800112,-3.4648426,-0.4824125,-5.3964105,-0.49947008,-1.606195,-4.889534,-0.9728006,-3.5578458,-3.2136712,-1.6000406,-5.23793,-2.4390547,-0.6948527,2.064242,7.205934,9.01801,9.660685,6.489591,0.32799628,-1.5474656,236.68324151796534,16.564721552844645,0.038598724,0.058394615,45,1.44,49,6219.043,0.038598724,Unclear
./speech_audio/Unclear/StutterTalk_6_14.wav,-457.05978,60.966194,4.6373687,14.509991,-11.725079,-4.629646,-3.9440272,3.0052626,-8.260436,-6.470088,-4.7544847,-7.0684137,1.7573919,-8.808813,-1.6491152,-3.7989743,-6.361118,-4.0256066,-5.966287,-2.1148226,-4.559543,-4.2727056,-2.2781923,-3.8115585,-3.6142778,-3.8981388,-2.793039,-3.5934718,0.27128094,-2.341435,-2.4436011,-3.1599169,-4.782774,-1.6338912,0.052022934,-1.4406497,-1.04701,-1.2583119,-3.298698,1.261436,160.54025853237556,38.732075295125966,0.031809743,0.036076903,38,1.216,56,6571.3726,0.031809743,Unclear
./speech_audio/Unclear/HeStutters_21_217.wav,-506.94116,70.09911,-29.187643,7.5872107,11.64309,-15.939653,-15.832128,-15.718623,-8.299634,-3.2982867,-13.254849,-8.442655,-0.85209966,-3.1381466,-4.227273,-2.6435888,-0.8220696,-1.304771,-3.474788,-0.90892404,-0.34381354,-2.0845277,-1.8785114,-1.7449207,-2.091663,-0.697152,-0.6928568,-0.89154214,-0.20798427,-0.41116536,-1.4187434,-0.8927044,-1.1920848,-1.36161,-0.8866507,-0.7594728,0.00044721237,0.0064817998,-1.6231167,-1.2114645,170.78884535621376,21.974554139100892,0.024740558,0.04191989,55,1.76,39,7379.766,0.024740558,Unclear
./speech_audio/Unclear/HeStutters_21_203.wav,-495.33527,90.76836,-32.363228,21.037657,4.0983977,-21.530222,-15.181138,-29.244938,-9.307203,-3.4321792,-16.73058,-3.1717613,-2.2567859,-4.3924985,-1.8682458,-6.5761623,0.44155705,-0.6519096,-7.149907,1.0386696,0.47293425,-4.765067,-0.37447214,0.08402486,-2.392147,-0.84825116,-0.053470466,-0.25798783,0.39150813,-0.5913471,-0.5121758,0.45276123,-1.7080101,-1.4029397,-0.60848194,-2.5422132,-1.4095258,-1.7536649,-2.785185,-1.4791237,163.5759152433668,8.89112364712581,0.024469946,0.027188264,40,1.28,54,7206.276,0.024469946,Unclear
./speech_audio/Unclear/HeStutters_21_202.wav,-526.7247,78.847404,-33.64566,28.05318,7.347677,-27.287241,-15.245379,-19.32545,-4.2313857,-2.1678584,-13.522134,-2.7662182,-1.1362126,-1.6528658,-1.6363459,-5.1399245,0.8358263,-1.6714721,-4.920779,0.82541436,-1.2241695,-3.9481442,-2.2989504,-2.1641762,-2.8170433,-3.2973275,-3.0919502,-2.4699497,0.14821357,0.6467047,-0.41729403,2.3395092,2.437425,1.42865,1.9316041,0.04177253,0.43047163,0.48645806,-0.94110286,0.23565017,257.9329386214617,30.538392784791213,0.02413823,0.030579863,48,1.536,46,8154.53,0.02413823,Unclear
./speech_audio/Unclear/HeStutters_21_216.wav,-520.0805,56.590847,-22.133646,3.994671,6.0868564,-4.6309323,-5.438926,-15.849498,-8.254196,1.2746909,-5.479375,-6.1280174,-5.088668,-3.0133235,-2.1879542,-3.6138623,-0.8141835,-0.85884255,-3.4467645,-1.0549521,-1.2460659,-1.9871238,-0.8262349,-1.165313,-1.7817019,-0.60319066,0.39000547,1.7178409,2.6547904,2.0734606,0.964224,1.1156622,-0.6119171,-1.2453856,-0.51719636,-0.37041384,0.15686263,-0.024089295,-0.23980339,-0.27651775,268.7413389389823,24.94266944571786,0.031902377,0.05671165,67,2.144,27,7667.5483,0.031902377,Unclear
./speech_audio/Unclear/StutterTalk_6_15.wav,-534.8265,40.575,6.000838,15.249343,-13.118164,-17.869205,-6.689692,-10.275417,-4.586057,-5.8075004,-5.115789,-7.840231,-5.9358788,-5.9661994,-5.9140553,-4.213818,-4.175248,-4.6145096,-5.2541513,-4.07776,-6.610371,-3.7109842,-3.6465304,-0.2520164,3.5944188,1.7197175,0.77191067,-1.4430853,-2.9469652,-3.2066462,-3.5949967,-0.78625715,1.411578,1.9300503,1.1865342,1.7640606,2.34005,-0.64695406,-2.3048294,0.91064894,218.21898809631608,41.38935377704087,0.024143357,0.032820504,58,1.856,36,8050.989,0.024143357,Unclear
./speech_audio/Unclear/HeStutters_22_100.wav,-398.10492,31.523552,-22.801256,26.964447,-18.461866,-10.661905,2.3799887,-12.81716,1.8220092,-7.6029806,-12.188941,3.444294,-9.702108,-3.8601282,-1.3910894,-5.883716,-1.3917774,-4.310343,-2.961984,-0.9535921,-5.4930706,-0.56755674,-3.5323296,-3.2664912,-2.8739092,-5.9353757,-2.6597867,-2.0878837,-1.3261621,4.1000834,3.6705816,7.077877,9.418063,5.8534145,5.6964145,1.3586267,-1.0233558,-0.38920933,-2.9906466,-0.90243983,264.62162396297595,15.750273072692561,0.05445831,0.07018717,45,1.44,49,5054.15,0.05445831,Unclear
./speech_audio/Unclear/FluencyBank_173_45.wav,-489.4372,68.97191,-2.8051333,24.838888,2.176662,-15.146983,-19.673061,-11.636786,-3.6938736,-9.403336,-8.719836,-10.827418,-10.383995,-9.539469,-8.371558,-2.7341692,-3.8127344,-3.974046,-4.4052944,-4.8162637,-7.759214,-3.806589,-7.13063,-4.347679,-5.755453,-2.9888854,-5.137408,-5.133639,-2.1037989,0.43563077,-0.68143785,0.3605166,-4.6284885,-4.544292,-2.2145174,0.9306616,-1.6560149,-2.0594742,-1.0182709,-1.3635428,243.7100837366067,45.583362542806,0.012923955,0.014126267,56,1.792,38,6861.1045,0.012923955,Unclear
./speech_audio/Unclear/FluencyBank_173_51.wav,-445.77972,66.23277,3.6810193,-8.892392,-10.390821,-1.6934949,-1.0767136,-10.366003,-4.473134,-8.424143,-3.1044507,-4.607863,-10.463919,-8.01216,-6.1210446,-0.52872735,-2.6963227,-4.682902,-6.3114386,-6.1448045,-4.178848,-1.3279684,-5.559412,-5.2449245,-4.0682244,-8.842973,-4.853682,-1.964026,-3.6375616,0.22180164,-3.467025,-3.734238,-2.321003,-3.7480156,-0.7928307,1.9508729,2.3587434,3.6715126,0.45737895,1.1582744,239.32723696920695,30.228674922365517,0.024568984,0.039991107,51,1.6320000000000001,43,5498.2905,0.024568984,Unclear
./speech_audio/Unclear/HeStutters_21_174.wav,-529.9179,48.827065,-51.68009,34.081085,-15.3054695,-9.935778,2.4543555,-19.154722,6.1124935,-10.896408,-12.491059,2.6314409,-8.329957,-4.2836156,-4.338267,-3.4891422,-1.0172886,-5.2133203,-0.53433937,-0.8009994,-4.3060303,-1.0825331,-1.2241713,-3.7996151,-2.1825624,-1.1623402,-1.2593219,-0.5626241,-0.08010434,1.3987229,-1.7692336,-2.6765113,-0.5655361,-3.3902147,-1.3844622,-1.652036,-2.9481392,-1.0960891,-3.4457579,0.4546159,0.0,0.0,0.02028126,0.029530236,58,1.856,36,8237.916,0.02028126,Unclear
./speech_audio/Unclear/HeStutters_21_160.wav,-515.0357,100.30717,-38.301033,-4.5402617,3.2756982,-11.067397,-14.022663,-21.61105,1.9507545,3.9432106,-14.723878,-6.369483,-4.123496,-6.0362334,-3.3336532,-7.8033237,-3.8344429,0.15013276,-3.4273431,-2.5248199,-1.2741233,-1.8302948,-1.2131654,-1.212332,-1.674802,-0.59679633,-0.5394307,-2.4875355,-1.4482329,-0.782166,-1.4121009,0.09381345,-0.78667444,-0.95745015,-0.052184246,-1.4891837,-0.19730312,-0.58435905,-2.4764783,-0.6266669,216.6540985941958,39.71695364630093,0.023613635,0.032237034,42,1.344,52,7825.38,0.023613635,Unclear
./speech_audio/Unclear/WomenWhoStutter_0_181.wav,-594.34863,35.815826,-7.2247443,-5.512221,-10.649069,-3.4361513,-7.064651,-4.506459,-11.320999,-3.1794035,-4.710842,-7.955119,-5.8339767,-7.3471055,-1.2095902,-3.6399596,-2.2240684,0.22864516,-1.9790058,0.915868,-0.525687,0.7507098,-3.2592542,-0.40015543,-0.12405048,-0.72122043,0.46805862,-0.625642,0.11062148,0.15389448,0.8403067,1.1551949,0.33359227,1.0073782,-0.024057394,1.87366,-0.19098163,0.29402873,0.15539034,-0.15046407,0.0,0.0,0.01200949,0.03234329,75,2.4,19,9475.236,0.01200949,Unclear
./speech_audio/Unclear/FluencyBank_173_9.wav,-467.99835,88.43086,17.063345,7.3725944,-10.320207,-19.34123,-22.373781,-14.3899975,-13.54594,-15.756732,-5.503414,-8.942203,-8.493187,-11.458141,-11.766351,-3.9010952,-8.297955,-4.3030214,-7.2894077,-1.5366839,-8.094724,-6.0319805,-4.576156,-4.2476883,-6.8583736,-7.4537816,-6.4668183,-1.3747087,-3.4892952,-1.7808094,-6.717828,-5.364987,-5.8826275,-6.9507537,-3.662816,1.0173429,0.7637848,1.041598,1.864538,0.302666,111.61337944044163,1.748064870065278,0.02414983,0.021281587,30,0.96,64,6626.0723,0.02414983,Unclear
./speech_audio/Unclear/FluencyBank_178_64.wav,-574.1999,70.772064,20.114752,16.623142,4.8149276,2.286393,6.780221,-8.1536,-8.677069,-9.773848,-10.181512,-9.123015,-13.404878,-7.041058,-10.419477,-10.934925,-11.18405,-9.201639,-9.128421,-4.9501266,-4.4712906,-2.6871529,-4.8974233,-6.2775793,-5.825561,-5.870058,-3.366519,-3.558498,-3.7351162,-3.5668595,-4.9802527,-5.5793276,-3.345318,-4.05668,-3.2989216,-0.51999706,-2.2500658,1.0617499,-0.55361474,1.0004803,127.49548742231894,3.1565104340458467,0.008466379,0.009981726,66,2.112,28,9220.812,0.008466379,Unclear
./speech_audio/Unclear/WomenWhoStutter_0_4.wav,-626.83136,25.648733,-25.99929,11.005193,-18.176281,-5.436257,2.6918414,-9.028719,-5.124665,5.3524103,-8.011932,-9.373179,4.3486185,3.1145735,3.0878203,5.3682423,-0.91366965,-1.243013,-0.9378702,-0.7088606,-4.3303237,1.0447137,-1.343377,-1.5432134,2.1053014,-0.5813325,-0.61705464,0.05098852,0.9657187,-1.5187746,-1.1746306,1.9920614,-2.9934385,-0.91709363,0.33160415,-1.0110701,1.3937014,0.74847394,-0.18243241,-1.4692346,251.51013937934385,28.032730608299744,0.005116463,0.010122277,78,2.496,16,10428.791,0.005116463,Unclear
./speech_audio/Unclear/FluencyBank_178_70.wav,-543.54034,104.60972,-10.273623,23.73785,9.2280035,-6.620316,-16.442217,-18.31436,-2.1149023,-10.600004,-14.011522,-4.9606214,-9.693168,-7.138341,-12.247812,-9.7908,-11.652739,-12.879676,-6.0887356,-2.9393399,-4.8160686,-2.7075248,-3.2422225,-6.592748,-4.410916,-4.4206343,-4.3658776,-4.7343097,-6.269108,-5.089109,-6.1249943,-4.9309387,-3.906858,-3.8210883,-1.0420996,-1.9647665,-2.7915382,1.0704874,-0.66050047,-2.4319768,128.77838205476993,9.668175205126168,0.009987518,0.011075247,58,1.856,36,8713.1455,0.009987518,Unclear
